Action, Loc y/x, Chrg Station, Floor Type, Dirt Present, North, East, South, West, Battery, Dirt Capacity
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,6
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,6
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,6
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,6
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,6
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,6
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,6
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,6
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,6
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,6
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,6
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,6
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,6
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,6
MOVE, 2/4, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,37.0,6
CHECK_SENSOR, 2/4, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,37.0,6
SWEEP, 2/4, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,36.0,5
CHECK_SENSOR, 2/4, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,36.0,5
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,35.0,5
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,35.0,5
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,5
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,5
MOVE, 2/5, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,33.0,5
CHECK_SENSOR, 2/5, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,33.0,5
SWEEP, 2/5, No, BARE_FLOOR, Yes,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,32.0,4
CHECK_SENSOR, 2/5, No, BARE_FLOOR, No,OBSTICLE,OBSTICLE,OPEN,OBSTICLE,32.0,4
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,4
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,4
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,30.0,4
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,30.0,4
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,4
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,29.0,4
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,28.0,4
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,28.0,4
MOVE, 2/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,27.0,4
CHECK_SENSOR, 2/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,27.0,4
SWEEP, 2/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OBSTICLE,26.0,3
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,26.0,3
MOVE, 2/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,25.0,3
CHECK_SENSOR, 2/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,25.0,3
SWEEP, 2/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,24.0,2
CHECK_SENSOR, 2/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,24.0,2
MOVE, 3/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,23.0,2
CHECK_SENSOR, 3/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,23.0,2
SWEEP, 3/9, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OPEN,OPEN,22.0,1
CHECK_SENSOR, 3/9, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,22.0,1
MOVE, 3/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,21.0,1
CHECK_SENSOR, 3/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,21.0,1
SWEEP, 3/8, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,20.0,0
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,0
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,0
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,0
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,0
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,0
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,0
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,0
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,0
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,0
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,0
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,0
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,0
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,0
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,0
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,0
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,0
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,0
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,0
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,0
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,0
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,0
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,0
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,0
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,0
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,0
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,0
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,0
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,0
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,0
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,0
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,0
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,0
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,0
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,0
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,0
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,0
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,0
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,50
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,50
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,50
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,50
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,50
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,50
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,50
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,50
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,50
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,50
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,50
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,50
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,50
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,50
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,50
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,50
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,50
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,50
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,50
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,50
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,50
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,50
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,50
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,50
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,50
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,50
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,50
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,50
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,50
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,50
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,50
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,50
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,50
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,50
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,50
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,50
MOVE, 3/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,31.0,50
CHECK_SENSOR, 3/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,31.0,50
SWEEP, 3/7, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,30.0,49
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,49
MOVE, 3/6, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,29.0,49
CHECK_SENSOR, 3/6, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,29.0,49
SWEEP, 3/6, No, BARE_FLOOR, Yes,OPEN,OPEN,OPEN,OPEN,28.0,48
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,28.0,48
MOVE, 3/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,27.0,48
CHECK_SENSOR, 3/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,27.0,48
SWEEP, 3/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,26.0,47
CHECK_SENSOR, 3/5, No, BARE_FLOOR, No,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,26.0,47
MOVE, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,25.0,47
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,25.0,47
MOVE, 2/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,24.0,47
CHECK_SENSOR, 2/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,24.0,47
SWEEP, 2/6, No, BARE_FLOOR, Yes,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,23.0,46
CHECK_SENSOR, 2/6, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,23.0,46
MOVE, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,46
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,46
MOVE, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,46
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,46
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,46
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,46
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,46
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,46
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,46
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,46
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,46
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,46
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,46
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,46
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,46
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,46
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,46
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,14.0,46
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,46
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,13.0,46
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,46
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,12.0,46
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,46
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,11.0,46
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,46
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,10.0,46
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,46
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,9.0,46
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,46
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,8.0,46
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,46
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,7.0,46
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,46
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,6.0,46
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,46
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,5.0,46
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,46
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,4.0,46
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,46
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,3.0,46
MOVE, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,46
CHECK_SENSOR, 6/5, Yes, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OPEN,2.0,46
MOVE, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,46
CHECK_SENSOR, 6/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,49.0,46
MOVE, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,46
CHECK_SENSOR, 6/3, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,48.0,46
MOVE, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,46
CHECK_SENSOR, 6/2, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,47.0,46
MOVE, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,46
CHECK_SENSOR, 6/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,46.0,46
MOVE, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,46
CHECK_SENSOR, 5/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,45.0,46
MOVE, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,46
CHECK_SENSOR, 4/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,44.0,46
MOVE, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,46
CHECK_SENSOR, 3/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,43.0,46
MOVE, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,46
CHECK_SENSOR, 2/1, No, BARE_FLOOR, No,OPEN,OBSTICLE,OPEN,OPEN,42.0,46
MOVE, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,46
CHECK_SENSOR, 1/1, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,41.0,46
MOVE, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,46
CHECK_SENSOR, 1/2, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,40.0,46
MOVE, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,46
CHECK_SENSOR, 1/3, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,39.0,46
MOVE, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,46
CHECK_SENSOR, 1/4, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,38.0,46
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,46
CHECK_SENSOR, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,37.0,46
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,46
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,36.0,46
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,46
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,35.0,46
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,46
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,34.0,46
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,46
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,33.0,46
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,46
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,32.0,46
MOVE, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,46
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,31.0,46
MOVE, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,46
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,30.0,46
MOVE, 2/6, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,29.0,46
CHECK_SENSOR, 2/6, No, BARE_FLOOR, No,OPEN,OBSTICLE,OBSTICLE,OBSTICLE,29.0,46
MOVE, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,28.0,46
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,28.0,46
MOVE, 4/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,27.0,46
CHECK_SENSOR, 4/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,27.0,46
SWEEP, 4/6, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OPEN,OPEN,26.0,45
CHECK_SENSOR, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,26.0,45
MOVE, 4/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,25.0,45
CHECK_SENSOR, 4/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,25.0,45
SWEEP, 4/5, No, BARE_FLOOR, Yes,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,24.0,44
CHECK_SENSOR, 4/5, No, BARE_FLOOR, No,OBSTICLE,OPEN,OBSTICLE,OBSTICLE,24.0,44
MOVE, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,23.0,44
CHECK_SENSOR, 4/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,23.0,44
MOVE, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,44
CHECK_SENSOR, 3/6, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,22.0,44
MOVE, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,44
CHECK_SENSOR, 3/7, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,21.0,44
MOVE, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,44
CHECK_SENSOR, 3/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,20.0,44
MOVE, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,44
CHECK_SENSOR, 2/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OBSTICLE,19.0,44
MOVE, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,44
CHECK_SENSOR, 1/8, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,18.0,44
MOVE, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,44
CHECK_SENSOR, 1/7, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,17.0,44
MOVE, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,44
CHECK_SENSOR, 1/6, No, BARE_FLOOR, No,OBSTICLE,OPEN,OPEN,OPEN,16.0,44
MOVE, 1/5, No, BARE_FLOOR, No,OPEN,OPEN,OPEN,OPEN,15.0,44
